Movie Title,Year of Realease,Genre,Movie Rating,Duration,Gross,Worldwide LT Gross,Metascore,Votes,Logline
One Hundred and One Dalmatians,1961,"Animation,Adventure,Comedy",7.3,79,$144.88M,"$215,880,014",83,"168,257","When a litter of Dalmatian puppies are abducted by the minions of Cruella De Vil, the owners must find them before she uses them for a diabolical fashion statement."
Ted 2,2015,Comedy,6.3,115,$81.48M,"$215,863,606",48,"209,744","Newlywed couple Ted and Tami-Lynn want to have a baby, but in order to qualify to be a parent, Ted will have to prove he's a person in a court of law."
Dracula,1992,"Drama,Fantasy,Horror",7.4,128,$82.52M,"$215,862,692",57,"217,157",The centuries old vampire Count Dracula comes to England to seduce his barrister Jonathan Harker's fiancée Mina Murray and inflict havoc in the foreign land.
Vertical Limit,2000,"Action,Adventure,Drama",5.9,124,$69.24M,"$215,663,859",48,"62,163","A climber must rescue his sister on top of K2, one of the world's biggest mountains."
Ghostbusters II,1989,"Action,Comedy,Fantasy",6.6,108,$112.49M,"$215,394,738",56,"207,469",The discovery of a massive river of ectoplasm and a resurgence of spectral activity allows the staff of Ghostbusters to revive the business.
The Patriot,2000,"Action,Drama,History",7.2,165,$113.33M,"$215,294,342",63,"275,099",Peaceful farmer Benjamin Martin is driven to lead the Colonial Militia during the American Revolution when a sadistic British officer murders his son.
The Sorcerer's Apprentice,2010,"Action,Adventure,Family",6.1,109,$63.15M,"$215,283,742",46,"162,670","Balthazar Blake, an apprentice of the legendary magician Merlin, must train his old teacher's successor - an introverted but resourceful physics prodigy - in the art of sorcery to prevent the return of Morgana le Fay."
Just Go with It,2011,"Comedy,Romance",6.4,117,$103.03M,"$214,945,591",33,"244,880","On a weekend trip to Hawaii, a plastic surgeon convinces his loyal assistant to pose as his soon-to-be-divorced wife in order to cover up a careless lie he told to his much-younger girlfriend."
The Expendables 3,2014,"Action,Adventure,Thriller",6.1,126,$39.32M,"$214,657,577",35,"182,933","Barney augments his team with new blood for a personal battle: to take down Conrad Stonebanks, the Expendables co-founder and notorious arms trader who is hell bent on wiping out Barney and every single one of his associates."
Dirty Dancing,1987,"Drama,Music,Romance",7.0,100,$0.62M,"$214,577,242",65,"231,933","Spending the summer at a Catskills resort with her family, Frances ""Baby"" Houseman falls in love with the camp's dance instructor, Johnny Castle."
Creed II,2018,"Drama,Sport",7.1,130,$115.72M,"$214,215,889",66,"124,925","Under the tutelage of Rocky Balboa, newly crowned heavyweight champion Adonis Creed faces off against Viktor Drago, the son of Ivan Drago."
Smallfoot,2018,"Animation,Adventure,Comedy",6.6,96,$83.24M,"$214,115,531",60,"39,768","High up on a mountain peak surrounded by clouds, a secret Yeti society lives in peace and harmony. One day, a Yeti witnesses an airplane crash; Inside lies ""Smallfoot"", a legendary creature that will rock the society to its core."
Public Enemies,2009,"Action,Biography,Crime",7.0,140,$97.10M,"$214,104,620",70,"303,464","The Feds try to take down notorious American gangsters John Dillinger, Baby Face Nelson, and Pretty Boy Floyd during a booming crime wave in the 1930s."
The Bourne Identity,2002,"Action,Mystery,Thriller",7.9,119,$121.66M,"$214,034,224",68,"545,806","A man is picked up by a fishing boat, bullet-riddled and suffering from amnesia, before racing to elude assassins and attempting to regain his memory."
Disclosure,1994,"Drama,Thriller",6.1,128,$83.02M,"$214,015,089",58,"50,693","A computer specialist is sued for sexual harassment by a former lover turned boss who initiated the act forcefully, which threatens both his career and his personal life."
Pulp Fiction,1994,"Crime,Drama",8.9,154,$107.93M,"$213,928,762",94,"2,029,060","The lives of two mob hitmen, a boxer, a gangster and his wife, and a pair of diner bandits intertwine in four tales of violence and redemption."
The Aviator,2004,"Biography,Drama",7.5,170,$102.61M,"$213,719,942",77,"361,079",A biopic depicting the early years of legendary director and aviator Howard Hughes' career from the late 1920s to the mid 1940s.
Wo hu cang long,2000,"Action,Adventure,Drama",7.9,120,$128.08M,"$213,525,736",94,"269,385",A young Chinese warrior steals a sword from a famed swordsman and then escapes into a world of romantic adventure with a mysterious man in the frontier of the nation.
Braveheart,1995,"Biography,Drama,History",8.4,178,$75.60M,"$213,216,216",68,"1,032,016",Scottish warrior William Wallace leads his countrymen in a rebellion to free his homeland from the tyranny of King Edward I of England.
Into the Woods,2014,"Adventure,Comedy,Drama",5.9,125,$128.00M,"$212,902,372",69,"141,663",A witch tasks a childless baker and his wife with procuring magical items from classic fairy tales to reverse the curse put on their family tree.
Bedtime Stories,2008,"Adventure,Comedy,Family",6.0,99,$110.10M,"$212,874,864",33,"95,677",A hotel handyman's life changes when the lavish bedtime stories he tells his niece and nephew start to magically come true.
Miss Congeniality,2000,"Action,Comedy,Crime",6.3,109,$106.81M,"$212,742,720",43,"210,746",An F.B.I. Agent must go undercover in the Miss United States beauty pageant to prevent a group from bombing the event.
Entrapment,1999,"Action,Crime,Romance",6.3,113,$87.70M,"$212,404,396",54,"116,636",An insurance agent is sent by her employer to track down and help capture an art thief.
Ace Ventura: When Nature Calls,1995,"Adventure,Comedy,Crime",6.4,90,$108.39M,"$212,385,533",45,"218,023","Ace Ventura, Pet Detective, returns from a spiritual quest to investigate the disappearance of a rare white bat, the sacred animal of a tribe in Africa."
End of Days,1999,"Action,Fantasy,Horror",5.8,122,$66.89M,"$211,989,043",33,"111,239","At the end of the century, Satan visits New York in search of a bride. It's up to an ex-cop who now runs an elite security outfit to stop him."
Bridget Jones's Baby,2016,"Comedy,Drama,Romance",6.5,123,$24.25M,"$211,952,420",59,"76,123","Forty-something and single again, Bridget decides to focus on her job and surround herself with friends. Then she discovers that she is pregnant--but she is only 50% sure of the baby's father's identity."
Fury,2014,"Action,Drama,War",7.5,134,$85.82M,"$211,822,697",64,"486,715","A grizzled tank commander makes tough decisions as he and his crew fight their way across Germany in April, 1945."
Battle: Los Angeles,2011,"Action,Adventure,Sci-Fi",5.7,116,$83.55M,"$211,819,354",37,"180,761",A squad of U.S. Marines becomes the last line of defense against a global invasion.
Australia,2008,"Adventure,Drama,Romance",6.6,165,$49.55M,"$211,787,511",53,"125,206","Set in northern Australia before WWII, an Englishwoman who inherits a sprawling ranch reluctantly pacts with a stock-man in order to drive 2,000 head of cattle over unforgiving landscapes."
Due Date,2010,"Comedy,Drama",6.5,95,$100.54M,"$211,780,824",51,"343,897",High-strung father-to-be Peter Highman is forced to hitch a ride with aspiring actor Ethan Tremblay on a road trip in order to make it to his child's birth on time.
Master and Commander: The Far Side of the World,2003,"Action,Adventure,Drama",7.4,138,$93.93M,"$211,622,535",81,"221,838","During the Napoleonic Wars, a brash British captain pushes his ship and crew to their limits in pursuit of a formidable French war vessel around South America."
A Series of Unfortunate Events,2004,"Adventure,Comedy,Family",6.8,108,$118.63M,"$211,468,235",62,"209,564","When a massive fire kills their parents, three children are delivered to the custody of cousin and stage actor Count Olaf, who is secretly plotting to steal their parents' vast fortune."
The Little Mermaid,1989,"Animation,Adventure,Comedy",7.6,83,$111.54M,"$211,343,479",88,"262,826",A mermaid princess makes a Faustian bargain in an attempt to become human and win a prince's love.
Qi ji · Ben xiao hai,2022,"Comedy,Drama",6.7,106,******,"$211,019,042",******,667,"20-year-old Jing Hao came to Shenzhen to live with his young sister alone. The siblings live a warm yet straitened life. In an effort to pay for his sister's expensive surgery, Jing Hao ...                See full summary »"
District 9,2009,"Action,Sci-Fi,Thriller",7.9,112,$115.65M,"$210,888,950",81,"679,692",Violence ensues after an extraterrestrial race forced to live in slum-like conditions on Earth finds a kindred spirit in a government agent exposed to their biotechnology.
Moonraker,1979,"Action,Adventure,Sci-Fi",6.2,126,$70.31M,"$210,308,099",66,"101,670","James Bond investigates the mid-air theft of a space shuttle, and discovers a plot to commit global genocide."
The Others,2001,"Horror,Mystery,Thriller",7.6,101,$96.52M,"$209,947,037",74,"366,446",A woman who lives in her darkened old family house with her two photosensitive children becomes convinced that the home is haunted.
Horrible Bosses,2011,"Comedy,Crime",6.9,98,$117.54M,"$209,838,559",57,"448,740",Three friends conspire to murder their awful bosses when they realize they are standing in the way of their happiness.
Hou lai de wo men,2018,"Drama,Romance",7.4,120,******,"$209,221,380",******,"4,340","During the hectic chunyun period, 2 strangers traveling home meet on the train."
Red Dragon,2002,"Crime,Drama,Thriller",7.2,124,$93.15M,"$209,196,298",60,"273,714","A retired FBI agent with psychological gifts is assigned to help track down ""The Tooth Fairy"", a mysterious serial killer. Aiding him is imprisoned forensic psychiatrist Dr. Hannibal ""The Cannibal"" Lecter."
Tomorrowland,2015,"Action,Adventure,Family",6.4,130,$93.44M,"$209,035,668",60,"182,944","Bound by a shared destiny, a teen bursting with scientific curiosity and a former boy-genius inventor embark on a mission to unearth the secrets of a place somewhere in time and space that exists in their collective memory."
Me Before You,2016,"Drama,Romance",7.4,106,$56.25M,"$208,314,186",51,"251,829",A girl in a small town forms an unlikely bond with a recently-paralyzed man she's taking care of.
Safe House,2012,"Action,Thriller",6.7,115,$126.37M,"$208,076,205",52,"223,518","A young CIA agent is tasked with looking after a fugitive in a safe house. But when the safe house is attacked, he finds himself on the run with his charge."
S.W.A.T.,2003,"Action,Adventure,Crime",6.0,117,$116.93M,"$207,725,639",45,"148,050","An imprisoned drug kingpin offers a huge cash reward to anyone that can break him out of police custody, and only the L.A.P.D.'s Special Weapons and Tactics team can prevent it."
The Fast and the Furious,2001,"Action,Adventure,Crime",6.8,106,$144.53M,"$207,517,509",58,"384,844",Los Angeles police officer Brian O'Conner must decide where his loyalty really lies when he becomes enamored with the street racing world he has been sent undercover to destroy.
Traffic,2000,"Crime,Drama,Thriller",7.6,147,$124.12M,"$207,515,725",86,"207,817","A conservative judge is appointed by the President to spearhead America's escalating war against drugs, only to discover that his teenage daughter is a crack addict. Two DEA agents protect an informant. A jailed drug baron's wife attempts to carry on the family business."
Paranormal Activity 3,2011,"Horror,Mystery",5.8,83,$104.01M,"$207,039,844",59,"95,454","In 1988, young sisters Katie and Kristi befriend an invisible entity who resides in their home Name Toby."
Philadelphia,1993,Drama,7.7,125,$77.32M,"$206,678,440",66,"242,042","When a man with HIV is fired by his law firm because of his condition, he hires a homophobic small time lawyer as the only willing advocate for a wrongful dismissal suit."
The Conjuring: The Devil Made Me Do It,2021,"Horror,Mystery,Thriller",6.3,112,$65.63M,"$206,401,480",53,"113,608",The Warrens investigate a murder that may be linked to a demonic possession.
Sleepy Hollow,1999,"Fantasy,Horror,Mystery",7.3,105,$101.07M,"$206,071,502",65,"359,468","Ichabod Crane is sent to Sleepy Hollow to investigate the decapitations of three people, with the culprit being the legendary apparition, The Headless Horseman."
The Holiday,2006,"Comedy,Romance",6.9,136,$63.22M,"$205,850,134",52,"284,868","Two women troubled with guy-problems swap homes in each other's countries, where they each meet a local guy and fall in love."
Nou fo,2021,"Action,Adventure,Crime",6.6,126,$0.39M,"$205,846,481",72,"4,700","Cheung Sung-bong is an officer of the Regional Crime Unit who worked in the front line for many years. His protege, Yau Kong-ngo, respects and looks up to him. However, fate conspires to pit them against each other."
The Jungle Book,1967,"Animation,Adventure,Comedy",7.6,78,$141.84M,"$205,843,612",65,"183,055",Bagheera the Panther and Baloo the Bear have a difficult time trying to convince a boy to leave the jungle for human civilization.
London Has Fallen,2016,"Action,Thriller",5.9,99,$62.68M,"$205,754,447",28,"158,975","In London for the Prime Minister's funeral, Mike Banning is caught up in a plot to assassinate all the attending world leaders."
The Break-Up,2006,"Comedy,Drama,Romance",5.8,106,$118.70M,"$205,668,210",45,"133,142","In a bid to keep their luxurious condo from their significant other, a couple's break-up proceeds to get uglier and nastier by the moment."
Xi you: Xiang mo pian,2013,"Action,Adventure,Comedy",6.7,110,$0.02M,"$205,637,183",68,"12,944","Tang Sanzang, an aspiring Buddhist hero tries to protect a village from three demons. He develops complex feelings for Miss Duan, the demon hunter who repeatedly helps him, and finally quests to meet the legendary Monkey King."
The Ugly Truth,2009,"Comedy,Romance",6.4,96,$88.92M,"$205,599,393",28,"219,572",An uptight television producer takes control of a morning show segment on modern relationships hosted by a misogynistic man.
JFK,1991,"Drama,History,Thriller",8.0,189,$70.41M,"$205,405,498",72,"156,390",New Orleans District Attorney Jim Garrison discovers there's more to the Kennedy assassination than the official story.
White House Down,2013,"Action,Drama,Thriller",6.3,131,$73.10M,"$205,366,737",52,"222,455","While on a tour of the White House with his young daughter, a Capitol policeman springs into action to save his child and protect the president from a heavily armed group of paramilitary invaders."
Birds of Prey and the Fantabulous Emancipation of One Harley Quinn,2020,"Action,Adventure,Comedy",6.0,109,$84.16M,"$205,322,941",60,"236,909","After splitting with the Joker, Harley Quinn joins superheroines Black Canary, Huntress and Renee Montoya to save a young girl from an evil crime lord."
A Dog's Purpose,2017,"Adventure,Comedy,Drama",7.2,100,$64.51M,"$205,035,819",43,"72,732",A dog looks to discover his purpose in life over the course of several lifetimes and owners.
Gake no ue no Ponyo,2008,"Animation,Adventure,Comedy",7.6,101,$15.09M,"$204,826,668",86,"143,771","A five-year-old boy develops a relationship with Ponyo, a young goldfish princess who longs to become a human after falling in love with him."
Fun with Dick and Jane,2005,"Comedy,Crime",6.1,90,$110.33M,"$204,681,899",47,"146,198","When an affluent couple lose all their money following a series of blunders, they turn to a life of crime to make ends meet."
Eat Pray Love,2010,"Biography,Drama,Romance",5.8,133,$80.57M,"$204,594,016",50,"97,766","A married woman realizes how unhappy her marriage really is, and that her life needs to go in a different direction. After a painful divorce, she takes off on a round-the-world journey to ""find herself""."
Ghostbusters: Afterlife,2021,"Adventure,Comedy,Fantasy",7.1,124,$129.36M,"$204,334,455",45,"177,688","When a single mom and her two kids arrive in a small town, they begin to discover their connection to the original Ghostbusters and the secret legacy their grandfather left behind."
You Don't Mess with the Zohan,2008,"Action,Comedy",5.6,113,$100.02M,"$204,313,400",54,"202,753",An Israeli Special Forces Soldier fakes his death so he can re-emerge in New York City as a hair stylist.
The Addams Family,2019,"Animation,Comedy,Family",5.8,86,$100.04M,"$203,785,209",46,"39,322",The eccentrically macabre family moves to a bland suburb where Wednesday Addams' friendship with the daughter of a hostile and conformist local reality show host exacerbates conflict between the families.
Hairspray,2007,"Comedy,Drama,Musical",6.7,117,$118.87M,"$203,627,753",81,"130,999",Pleasantly plump teenager Tracy Turnblad teaches 1962 Baltimore a thing or two about integration after landing a spot on a local TV dance show.
King Arthur,2004,"Action,Adventure,Drama",6.3,126,$51.88M,"$203,567,857",46,"168,657",A demystified take on the tale of King Arthur and the Knights of the Round Table.
Yogi Bear,2010,"Animation,Adventure,Comedy",4.6,81,$100.25M,"$203,509,374",35,"22,175","A documentary filmmaker travels to Jellystone Park to shoot a project and soon crosses paths with Yogi Bear, his sidekick Boo-Boo and Ranger Smith."
Everest,2015,"Action,Adventure,Biography",7.1,121,$43.48M,"$203,427,584",64,"217,969","The story of New Zealand's Robert ""Rob"" Edwin Hall, who on May 10, 1996, together with Scott Fischer, teamed up on a joint expedition to ascend Mount Everest."
Vanilla Sky,2001,"Fantasy,Mystery,Romance",6.9,136,$100.61M,"$203,388,341",45,"267,296",A self-indulgent and vain publishing magnate finds his privileged life upended after a vehicular accident with a resentful lover.
Arrival,2016,"Drama,Mystery,Sci-Fi",7.9,116,$100.55M,"$203,388,186",81,"687,333",A linguist works with the military to communicate with alien lifeforms after twelve mysterious spacecraft appear around the world.
Need for Speed,2014,"Action,Thriller",6.4,132,$43.58M,"$203,277,636",39,"171,494","Fresh from prison, a street racer who was framed by a wealthy business associate joins a cross-country race with revenge in mind. His ex-partner, learning of the plan, places a massive bounty on his head as the race begins."
Garfield,2004,"Animation,Adventure,Comedy",5.0,80,$75.37M,"$203,172,417",27,"87,145","Jon Arbuckle buys a second pet, a dog named Odie. However, Odie is then abducted and it is up to Jon's cat, Garfield, to find and rescue the canine."
Patch Adams,1998,"Biography,Comedy,Drama",6.8,115,$135.03M,"$202,292,902",25,"114,075","The true story of a heroic man, Hunter ""Patch"" Adams, determined to become a medical doctor because he enjoys helping people. He ventured where no doctor had ventured before, using humour and pathos."
Teenage Mutant Ninja Turtles,1990,"Action,Adventure,Comedy",6.7,93,$135.27M,"$202,084,756",51,"94,675",Four teenage mutant ninja turtles emerge from the shadows to protect New York City from a gang of criminal ninjas.
Kindergarten Cop,1990,"Action,Comedy,Crime",6.2,111,$91.46M,"$201,957,688",61,"150,256","A tough cop must pose as a kindergarten teacher in order to locate a dangerous criminal's ex-wife, who may hold the key to putting him behind bars."
Straight Outta Compton,2015,"Biography,Drama,History",7.8,147,$161.20M,"$201,634,991",72,"201,932","The rap group NWA emerges from the mean streets of Compton in Los Angeles, California, in the mid-1980s and revolutionizes Hip Hop culture with their music and tales about life in the hood."
21 Jump Street,2012,"Action,Comedy,Crime",7.2,109,$138.45M,"$201,585,328",69,"556,062",A pair of underachieving cops are sent back to a local high school to blend in and bring down a synthetic drug ring.
Valkyrie,2008,"Drama,History,Thriller",7.1,121,$83.08M,"$201,545,517",56,"245,027","A dramatization of the July 20, 1944 assassination and political coup plot by desperate renegade German Army officers against Adolf Hitler during World War II."
Open Season,2006,"Animation,Adventure,Comedy",6.1,86,$85.11M,"$200,811,689",49,"96,896","Boog, a domesticated 900lb. Grizzly bear, finds himself stranded in the woods 3 days before Open Season. Forced to rely on Elliot, a fast-talking mule deer, the two form an unlikely friendship and must quickly rally other forest animals if they are to form a rag-tag army against the hunters."
Cats & Dogs,2001,"Action,Adventure,Comedy",5.1,87,$93.39M,"$200,687,492",47,"59,863","A look at the top-secret, high-tech espionage war going on between cats and dogs, of which their human owners are blissfully unaware."
The Hunt for Red October,1990,"Action,Adventure,Thriller",7.5,135,$122.01M,"$200,512,643",58,"200,285","In November 1984, the Soviet Union's best submarine captain violates orders and heads for the U.S. in a new undetectable sub. The American CIA and military must quickly determine: Is he trying to defect or to start a war?"
Percy Jackson: Sea of Monsters,2013,"Adventure,Family,Fantasy",5.7,106,$68.56M,"$199,850,315",39,"118,717","In order to restore their dying safe haven, the son of Poseidon and his friends embark on a quest to the Sea of Monsters, to find the mythical Golden Fleece, all the while trying to stop an ancient evil from rising."
Two Weeks Notice,2002,"Comedy,Romance",6.1,101,$93.35M,"$199,043,471",42,"119,039","A lawyer decides that she's used too much like a nanny by her boss, so she walks out on him."
RED,2010,"Action,Comedy,Crime",7.0,111,$90.38M,"$199,006,387",60,"309,159","When his peaceful life is threatened by a high-tech assassin, former black-ops agent Frank Moses reassembles his old team in a last-ditch effort to survive and uncover his assailants."
Chak daan juen ga 2,2020,"Action,Crime,Thriller",6.6,120,******,"$198,921,659",******,"2,404","A terrorist expert in explosives, whose gang has been dismantled, seeks revenge. He threatens to blow up a Hong Kong tunnel with hundreds of hostages. The policeman who has already beaten him once must stop him again."
City of Angels,1998,"Drama,Fantasy,Romance",6.7,114,$78.69M,"$198,685,114",54,"121,219","An angel on Earth, a doctor unable to believe, a patient with a secret, a love story made in Heaven."
The Pacifier,2005,"Action,Comedy,Drama",5.6,95,$113.09M,"$198,636,868",30,"95,001","Having recovered from wounds received in a failed rescue operation, Navy SEAL Shane Wolfe is handed a new assignment: Protect the five Plummer kids from enemies of their recently deceased father -- a government scientist whose top-secret experiment remains in the kids' house."
50 First Dates,2004,"Comedy,Drama,Romance",6.8,99,$120.91M,"$198,520,934",48,"355,191",Henry Roth is a man afraid of commitment until he meets the beautiful Lucy. They hit it off and Henry think he's finally found the girl of his dreams until discovering she has short-term memory loss and forgets him the next day.
Total Recall,2012,"Action,Adventure,Sci-Fi",6.2,118,$58.88M,"$198,467,168",43,"254,967","A factory worker, Douglas Quaid, begins to suspect that he is a spy after visiting Rekall - a company that provides its clients with implanted fake memories of a life they would like to have led - goes wrong and he finds himself on the run."
Yi chu hao xi,2018,"Comedy,Drama",6.2,134,$0.67M,"$198,326,350",61,"1,751","A cataclysmic event causes a man, who dreams of winning the lottery, to become stranded on an island with his co-workers."
Lo imposible,2012,"Adventure,Drama,History",7.5,114,$19.02M,"$198,087,212",73,"223,973",The story of a tourist family in Thailand caught in the destruction and chaotic aftermath of the 2004 Indian Ocean tsunami.
Ren zai jiong tu: Tai jiong,2012,"Adventure,Comedy,Drama",6.2,105,$0.06M,"$197,757,387",55,"3,533","On a wild road trip, three men find inner peace in the city that never sleeps."
Christopher Robin,2018,"Adventure,Comedy,Drama",7.2,104,$99.22M,"$197,744,377",60,"78,143","A working-class family man, Christopher Robin, encounters his childhood friend Winnie-the-Pooh, who helps him to rediscover the joys of life."
Jack the Giant Slayer,2013,"Action,Adventure,Fantasy",6.3,114,$65.19M,"$197,687,603",51,"139,422","The ancient war between humans and a race of giants is reignited when Jack, a young farmhand fighting for a kingdom and the love of a princess, opens a gateway between the two worlds."
Smurfs: The Lost Village,2017,"Animation,Adventure,Comedy",5.9,90,$45.02M,"$197,183,546",40,"21,802","In this fully animated, all-new take on the Smurfs, a mysterious map sets Smurfette and her friends Brainy, Clumsy, and Hefty on an exciting race through the Forbidden Forest, leading to the discovery of the biggest secret in Smurf history."
Zhong guo yi sheng,2021,Drama,4.7,129,******,"$197,143,218",******,471,"A group of doctors at a hospital in Wuhan, China are the first in the world to deal with a new disease, COVID-19."
Spy Kids 3: Game Over,2003,"Action,Adventure,Comedy",4.3,84,$111.76M,"$197,101,678",57,"60,852","Carmen's caught in a virtual reality game designed by the Kids' new nemesis, the Toymaker. It's up to Juni to save his sister, and ultimately the world."
Panic Room,2002,"Crime,Drama,Thriller",6.8,112,$96.40M,"$197,079,546",65,"280,108","A divorced woman and her diabetic daughter take refuge in their newly-purchased house's safe room, when three men break-in, searching for a missing fortune."
Bullet Train,2022,"Action,Comedy,Thriller",7.4,127,******,"$196,833,000",49,"136,778",Five assassins aboard a swiftly-moving bullet train to find out that their missions have something in common.
The Other Woman,2014,"Comedy,Romance",6.0,109,$83.91M,"$196,710,396",39,"141,573","After discovering her boyfriend is married, Carly soon meets the wife he's been betraying. And when yet another love affair is discovered, all three women team up to plot revenge on the three-timing S.O.B."
Stargate,1994,"Action,Adventure,Sci-Fi",7.0,116,$71.57M,"$196,567,262",42,"191,090","An interstellar teleportation device, found in Egypt, leads to a planet with humans resembling ancient Egyptians who worship the god Ra."
Beowulf,2007,"Animation,Action,Adventure",6.3,115,$82.16M,"$196,393,745",59,"168,626","The warrior Beowulf must fight and defeat the monster Grendel, who is terrorizing Denmark, then Grendel's Mother, who begins killing out of revenge."
The Vow,2012,"Drama,Romance",6.8,104,$125.01M,"$196,114,570",43,"194,851","A car accident puts Paige in a coma, and when she wakes up with severe memory loss, her husband Leo works to win her heart again."
Anger Management,2003,Comedy,6.2,106,$135.65M,"$195,745,823",52,"216,400","Dave Buznik is a businessman who is wrongly sentenced to an anger management program, where he meets an aggressive instructor."
Tropic Thunder,2008,"Action,Comedy,War",7.0,107,$110.52M,"$195,702,963",71,"414,914","Through a series of freak occurrences, a group of actors shooting a big-budget war movie are forced to become the soldiers they are portraying."
The Shape of Water,2017,"Drama,Fantasy,Romance",7.3,123,$63.86M,"$195,333,312",87,"417,542","At a top secret research facility in the 1960s, a lonely janitor forms a unique relationship with an amphibious creature that is being held in captivity."
Rocketman,2019,"Biography,Drama,Musical",7.3,121,$96.37M,"$195,320,400",69,"174,642",A musical fantasy about the fantastical human story of Elton John's breakthrough years.
The Pelican Brief,1993,"Crime,Drama,Mystery",6.6,141,$100.77M,"$195,268,056",50,"88,065","A law student uncovers a conspiracy, putting herself and others in danger."
The BFG,2016,"Adventure,Family,Fantasy",6.3,117,$55.48M,"$195,243,411",66,"86,377","An orphan little girl befriends a benevolent giant who takes her to Giant Country, where they attempt to stop the man-eating giants that are invading the human world."
The Intern,2015,"Comedy,Drama",7.1,121,$75.76M,"$194,564,672",51,"251,894","Seventy-year-old widower Ben Whittaker has discovered that retirement isn't all it's cracked up to be. Seizing an opportunity to get back in the game, he becomes a senior intern at an online fashion site, founded and run by Jules Ostin."
The Curse of the Were-Rabbit,2005,"Animation,Adventure,Comedy",7.5,85,$56.11M,"$194,137,091",87,"136,257","Wallace and his loyal dog, Gromit, set out to discover the mystery behind the garden sabotage that plagues their village and threatens the annual giant vegetable growing contest."
Gnomeo & Juliet,2011,"Animation,Adventure,Comedy",5.9,84,$99.97M,"$193,967,670",53,"56,278","Separated by a garden fence and a feud, are blue gnomes on one side and red gnomes on the other. This doesn't stop blue Gnomeo and red Juliet from falling in love with each other. Do they have a future together?"
The Sum of All Fears,2002,"Action,Drama,Thriller",6.4,124,$118.91M,"$193,921,372",45,"116,714","CIA analyst Jack Ryan must stop the plans of a Neo-Nazi faction that threatens to induce a catastrophic conflict between the United States and Russia's President by detonating a nuclear weapon at a football game in Baltimore, Maryland."
Tenki no ko,2019,"Animation,Drama,Fantasy",7.5,112,$7.80M,"$193,840,806",72,"40,645",A high-school boy who has run away to Tokyo befriends a girl who appears to be able to manipulate the weather.
Gangs of New York,2002,"Crime,Drama",7.5,167,$77.81M,"$193,772,504",72,"440,994","In 1862, Amsterdam Vallon returns to the Five Points area of New York City seeking revenge against Bill the Butcher, his father's killer."
Xi you ji zhi: Sun Wukong san da Baigu Jing,2016,"Action,Adventure,Fantasy",5.9,119,$0.71M,"$193,678,298",******,"3,229","When a travelling monk is stranded in a wasteland, The Monkey King must escort him across the land to retrieve sacred scriptures and protect him from an evil demon."
Paranormal Activity,2007,"Horror,Mystery",6.3,86,$107.92M,"$193,355,800",68,"240,026","After moving into a suburban home, a couple becomes increasingly disturbed by a nightly demonic presence."
The Lego Movie 2: The Second Part,2019,"Animation,Action,Adventure",6.6,107,$105.81M,"$192,456,290",65,"66,840","It's been five years since everything was awesome and the citizens are facing a huge new threat: Lego Duplo invaders from outer space, wrecking everything faster than they can rebuild."
The Equalizer,2014,"Action,Crime,Thriller",7.2,132,$101.53M,"$192,330,738",57,"370,174",A man who believes he has put his mysterious past behind him cannot stand idly by when he meets a young girl under the control of ultra-violent Russian gangsters.
Downton Abbey,2019,"Drama,Romance",7.4,122,$96.85M,"$192,199,131",64,"56,300","The continuing story of the Crawley family, wealthy owners of a large estate in the English countryside in the early twentieth century."
Wu sha,2019,"Crime,Drama,Thriller",6.8,112,******,"$191,602,146",73,"1,534","Desperate measures are taken by a man who tries to save his family from the dark side of the law, after they commit an unexpected crime."
The Addams Family,1991,"Comedy,Fantasy",6.9,99,$113.50M,"$191,502,426",57,"155,569",Con artists plan to fleece an eccentric family using an accomplice who claims to be their long-lost uncle.
The Longest Yard,2005,"Comedy,Crime,Sport",6.4,113,$158.12M,"$191,466,556",48,"179,890",Prison inmates form a football team to challenge the prison guards.
The Lost City,2022,"Action,Adventure,Comedy",6.1,112,******,"$190,844,029",60,"107,185",A reclusive romance novelist on a book tour with her cover model gets swept up in a kidnapping attempt that lands them both in a cutthroat jungle adventure.
The Santa Clause,1994,"Comedy,Drama,Family",6.5,97,$144.83M,"$190,539,357",57,"115,965","When a man inadvertently makes Santa fall off his roof on Christmas Eve, he finds himself magically recruited to take his place."
Cheaper by the Dozen,2003,"Comedy,Family",5.9,98,$138.61M,"$190,538,630",46,"102,741","With his wife doing a book tour, a father of twelve must handle a new job and his unstable brood."
The Equalizer 2,2018,"Action,Crime,Thriller",6.7,121,$102.08M,"$190,400,157",50,"159,456","Robert McCall serves an unflinching justice for the exploited and oppressed, but how far will he go when that is someone he loves?"
Hollow Man,2000,"Action,Horror,Sci-Fi",5.8,112,$73.21M,"$190,213,455",24,"131,978","A brilliant scientist's discovery renders him invisible, but transforms him into an omnipotent, dangerous megalomaniac."
Outbreak,1995,"Action,Drama,Thriller",6.6,127,$67.82M,"$189,859,560",64,"130,266",Army doctors struggle to find a cure for a deadly virus spreading throughout a California town that was brought to America by an African monkey.
So duk 2: Tin dei duei kuet,2019,"Action,Crime",6.0,99,$0.61M,"$189,396,380",******,"1,312","A wealthy businessman tries to take down a drug kingpin that he used to work with, while a policeman tries to find justice without breaking the law."
